province,district,subdistrict,latitude,longitude
กรุงเทพมหานคร,พระนคร,พระบรมมหาราชวัง,13.751,100.492
กรุงเทพมหานคร,ดุสิต,ดุสิต,13.772,100.513
กรุงเทพมหานคร,หนองจอก,หนองจอก,13.869,100.885
กรุงเทพมหานคร,บางรัก,บางรัก,13.727,100.527
กรุงเทพมหานคร,บางเขน,อนุสาวรีย์,13.868,100.606
กรุงเทพมหานคร,บางกะปิ,คลองจั่น,13.786,100.635
กรุงเทพมหานคร,ปทุมวัน,ปทุมวัน,13.740,100.535
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,ป้อมปราบ,13.743,100.514
กรุงเทพมหานคร,พระโขนง,บางจาก,13.692,100.626
กรุงเทพมหานคร,มีนบุรี,มีนบุรี,13.804,100.723
กรุงเทพมหานคร,ลาดกระบัง,ลาดกระบัง,13.723,100.771
กรุงเทพมหานคร,ยานนาวา,ช่องนนทรี,13.682,100.533
กรุงเทพมหานคร,สัมพันธวงศ์,สัมพันธวงศ์,13.739,100.511
กรุงเทพมหานคร,พญาไท,สามเสนใน,13.782,100.545
กรุงเทพมหานคร,ธนบุรี,วัดกัลยาณ์,13.737,100.493
กรุงเทพมหานคร,บางกอกใหญ่,วัดอรุณ,13.743,100.486
กรุงเทพมหานคร,ห้วยขวาง,ห้วยขวาง,13.769,100.577
กรุงเทพมหานคร,คลองสาน,คลองสาน,13.735,100.504
กรุงเทพมหานคร,ตลิ่งชัน,ตลิ่งชัน,13.789,100.459
กรุงเทพมหานคร,บางกอกน้อย,ศิริราช,13.759,100.481
กรุงเทพมหานคร,บางขุนเทียน,ท่าข้าม,13.555,100.434
กรุงเทพมหานคร,ภาษีเจริญ,บางหว้า,13.714,100.443
กรุงเทพมหานคร,หนองแขม,หนองแขม,13.680,100.358
กรุงเทพมหานคร,ราษฎร์บูรณะ,ราษฎร์บูรณะ,13.670,100.510
กรุงเทพมหานคร,บางพลัด,บางพลัด,13.791,100.487
กรุงเทพมหานคร,ดินแดง,ดินแดง,13.778,100.567
กรุงเทพมหานคร,บึงกุ่ม,คลองกุ่ม,13.808,100.650
กรุงเทพมหานคร,สาทร,ทุ่งวัดดอน,13.710,100.532
กรุงเทพมหานคร,บางซื่อ,บางซื่อ,13.820,100.529
กรุงเทพมหานคร,จตุจักร,จตุจักร,null,null
กรุงเทพมหานคร,บางคอแหลม,บางคอแหลม,13.696,100.494
กรุงเทพมหานคร,ประเวศ,ประเวศ,13.719,100.664
กรุงเทพมหานคร,คลองเตย,คลองเตย,13.710,100.570
กรุงเทพมหานคร,สวนหลวง,สวนหลวง,13.726,100.628
กรุงเทพมหานคร,จอมทอง,จอมทอง,13.693,100.468
กรุงเทพมหานคร,ดอนเมือง,ดอนเมือง,null,null
กรุงเทพมหานคร,ราชเทวี,ทุ่งพญาไท,13.763,100.530
กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว,13.811,100.612
กรุงเทพมหานคร,วัฒนา,คลองเตยเหนือ,13.743,100.560
กรุงเทพมหานคร,บางแค,บางแค,13.698,100.409
กรุงเทพมหานคร,หลักสี่,ทุ่งสองห้อง,13.883,100.564
กรุงเทพมหานคร,สายไหม,สายไหม,13.921,100.654
กรุงเทพมหานคร,คันนายาว,คันนายาว,13.821,100.677
กรุงเทพมหานคร,สะพานสูง,สะพานสูง,13.761,100.688
กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง,13.779,100.609
กรุงเทพมหานคร,คลองสามวา,สามวาตะวันตก,13.889,100.708
กรุงเทพมหานคร,บางนา,บางนา,13.672,100.616
กรุงเทพมหานคร,ทวีวัฒนา,ทวีวัฒนา,13.758,100.348
กรุงเทพมหานคร,ทุ่งครุ,ทุ่งครุ,13.614,100.497
กรุงเทพมหานคร,บางบอน,บางบอน,13.646,100.370
สมุทรปราการ,เมืองสมุทรปราการ,ปากน้ำ,null,null
สมุทรปราการ,บางบ่อ,บางบ่อ,13.611,100.862
สมุทรปราการ,บางพลี,บางพลีใหญ่,13.618,100.694
สมุทรปราการ,พระประแดง,ตลาด,13.671,100.520
สมุทรปราการ,พระสมุทรเจดีย์,นาเกลือ,13.530,100.494
สมุทรปราการ,บางเสาธง,บางเสาธง,13.600,100.815
นนทบุรี,เมืองนนทบุรี,สวนใหญ่,13.842,100.494
นนทบุรี,บางกรวย,บางกรวย,13.809,100.499
นนทบุรี,บางใหญ่,บางใหญ่,13.837,100.375
นนทบุรี,บางบัวทอง,บางบัวทอง,13.944,100.390
นนทบุรี,ไทรน้อย,ไทรน้อย,13.976,100.344
นนทบุรี,ปากเกร็ด,ปากเกร็ด,13.912,100.506
ปทุมธานี,เมืองปทุมธานี,บางปรอก,14.012,100.528
ปทุมธานี,คลองหลวง,คลองหนึ่ง,14.066,100.607
ปทุมธานี,ธัญบุรี,ประชาธิปัตย์,13.987,100.632
ปทุมธานี,หนองเสือ,บึงบา,14.112,100.824
ปทุมธานี,ลาดหลุมแก้ว,ลาดหลุมแก้ว,14.006,100.410
ปทุมธานี,ลำลูกกา,ลำลูกกา,13.972,100.774
ปทุมธานี,สามโคก,สามโคก,14.052,100.529
พระนครศรีอยุธยา,พระนครศรีอยุธยา,ประตูชัย,14.349,100.551
พระนครศรีอยุธยา,ท่าเรือ,ท่าเรือ,14.566,100.719
พระนครศรีอยุธยา,นครหลวง,นครหลวง,14.469,100.622
พระนครศรีอยุธยา,บางไทร,บางไทร,14.191,100.480
พระนครศรีอยุธยา,บางบาล,บางบาล,14.410,100.464
พระนครศรีอยุธยา,บางปะอิน,บ้านเลน,14.241,100.598
พระนครศรีอยุธยา,บางปะหัน,บางปะหัน,14.458,100.558
พระนครศรีอยุธยา,ผักไห่,ผักไห่,14.462,100.379
พระนครศรีอยุธยา,ภาชี,ภาชี,14.442,100.725
พระนครศรีอยุธยา,ลาดบัวหลวง,ลาดบัวหลวง,14.193,100.319
พระนครศรีอยุธยา,วังน้อย,วังน้อย,14.201,100.699
พระนครศรีอยุธยา,เสนา,เสนา,14.328,100.404
พระนครศรีอยุธยา,บางซ้าย,บางซ้าย,14.314,100.286
พระนครศรีอยุธยา,อุทัย,อุทัย,14.373,100.655
พระนครศรีอยุธยา,มหาราช,มหาราช,14.552,100.528
พระนครศรีอยุธยา,บ้านแพรก,บ้านแพรก,14.640,100.585
อ่างทอง,เมืองอ่างทอง,ตลาดหลวง,14.592,100.453
อ่างทอง,ไชโย,ไชโย,14.707,100.436
อ่างทอง,ป่าโมก,ป่าโมก,14.501,100.437
อ่างทอง,โพธิ์ทอง,อ่างแก้ว,14.666,100.393
อ่างทอง,แสวงหา,แสวงหา,14.763,100.310
อ่างทอง,วิเศษชัยชาญ,ไผ่จำศิล,null,null
อ่างทอง,สามโก้,สามโก้,14.606,100.252
ลพบุรี,เมืองลพบุรี,ทะเลชุบศร,14.804,100.634
ลพบุรี,พัฒนานิคม,พัฒนานิคม,14.896,100.966
ลพบุรี,โคกสำโรง,โคกสำโรง,15.071,100.713
ลพบุรี,ชัยบาดาล,ชัยบาดาล,15.095,101.058
ลพบุรี,ท่าวุ้ง,ท่าวุ้ง,14.820,100.496
ลพบุรี,บ้านหมี่,บ้านหมี่,null,null
ลพบุรี,ท่าหลวง,ท่าหลวง,15.071,101.117
ลพบุรี,สระโบสถ์,สระโบสถ์,15.224,100.846
ลพบุรี,โคกเจริญ,โคกเจริญ,15.408,100.777
ลพบุรี,ลำสนธิ,ลำสนธิ,15.341,101.362
ลพบุรี,หนองม่วง,หนองม่วง,15.230,100.664
สิงห์บุรี,เมืองสิงห์บุรี,บางพุทรา,14.890,100.404
สิงห์บุรี,บางระจัน,สิงห์,14.890,100.338
สิงห์บุรี,ค่ายบางระจัน,โพทะเล,14.829,100.257
สิงห์บุรี,พรหมบุรี,พรหมบุรี,14.837,100.451
สิงห์บุรี,ท่าช้าง,ถอนสมอ,14.765,100.384
สิงห์บุรี,อินทร์บุรี,อินทร์บุรี,15.009,100.329
ชัยนาท,เมืองชัยนาท,ในเมือง,15.181,100.127
ชัยนาท,มโนรมย์,คุ้งสำเภา,15.291,100.091
ชัยนาท,วัดสิงห์,วัดสิงห์,15.263,100.041
ชัยนาท,สรรพยา,สรรพยา,15.128,100.233
ชัยนาท,สรรคบุรี,แพรกศรีราชา,15.062,100.107
ชัยนาท,หันคา,หันคา,15.016,99.998
ชัยนาท,หนองมะโมง,หนองมะโมง,15.216,99.772
ชัยนาท,เนินขาม,เนินขาม,14.957,99.901
สระบุรี,เมืองสระบุรี,ปากเพรียว,14.527,100.915
สระบุรี,แก่งคอย,แก่งคอย,14.586,101.002
สระบุรี,หนองแค,หนองแค,14.337,100.869
สระบุรี,วิหารแดง,วิหารแดง,14.313,100.990
สระบุรี,หนองแซง,หนองแซง,14.510,100.759
สระบุรี,บ้านหมอ,บ้านหมอ,14.616,100.724
สระบุรี,ดอนพุด,ดอนพุด,14.596,100.621
สระบุรี,หนองโดน,หนองโดน,14.688,100.693
สระบุรี,พระพุทธบาท,พระพุทธบาท,14.732,100.782
สระบุรี,เสาไห้,เสาไห้,14.538,100.850
สระบุรี,มวกเหล็ก,มวกเหล็ก,14.705,101.151
สระบุรี,วังม่วง,วังม่วง,14.861,101.151
สระบุรี,เฉลิมพระเกียรติ,เขาดินพัฒนา,14.612,100.906
ชลบุรี,เมืองชลบุรี,บางปลาสร้อย,13.364,100.987
ชลบุรี,บ้านบึง,บ้านบึง,13.297,101.107
ชลบุรี,หนองใหญ่,หนองใหญ่,13.153,101.375
ชลบุรี,บางละมุง,บางละมุง,13.052,100.922
ชลบุรี,พานทอง,พานทอง,13.461,101.084
ชลบุรี,พนัสนิคม,พนัสนิคม,13.450,101.180
ชลบุรี,ศรีราชา,ศรีราชา,13.174,100.920
ชลบุรี,เกาะสีชัง,ท่าเทววงษ์,13.151,100.809
ชลบุรี,สัตหีบ,สัตหีบ,12.611,100.889
ชลบุรี,บ่อทอง,บ่อทอง,13.193,101.504
ชลบุรี,เกาะจันทร์,เกาะจันทร์,13.403,101.421
ระยอง,เมืองระยอง,ท่าประดู่,12.672,101.266
ระยอง,บ้านฉาง,บ้านฉาง,12.732,101.076
ระยอง,แกลง,ทางเกวียน,12.807,101.625
ระยอง,วังจันทร์,วังจันทร์,12.858,101.528
ระยอง,บ้านค่าย,บ้านค่าย,12.775,101.304
ระยอง,ปลวกแดง,ปลวกแดง,12.978,101.226
ระยอง,เขาชะเมา,น้ำเป็น,12.901,101.749
ระยอง,นิคมพัฒนา,นิคมพัฒนา,12.856,101.177
จันทบุรี,เมืองจันทบุรี,ตลาด,12.591,102.087
จันทบุรี,ขลุง,ขลุง,12.452,102.218
จันทบุรี,ท่าใหม่,ท่าใหม่,12.628,101.985
จันทบุรี,โป่งน้ำร้อน,โป่งน้ำร้อน,12.890,102.382
จันทบุรี,มะขาม,มะขาม,12.677,102.187
จันทบุรี,แหลมสิงห์,ปากน้ำแหลมสิงห์,12.452,102.122
จันทบุรี,สอยดาว,ปะตง,13.170,102.194
จันทบุรี,แก่งหางแมว,แก่งหางแมว,12.982,101.929
จันทบุรี,นายายอาม,นายายอาม,12.782,101.847
จันทบุรี,เขาคิชฌกูฏ,ชากไทย,null,null
ตราด,เมืองตราด,บางพระ,null,null
ตราด,คลองใหญ่,คลองใหญ่,11.774,102.889
ตราด,เขาสมิง,เขาสมิง,12.340,102.437
ตราด,บ่อไร่,บ่อพลอย,12.604,102.559
ตราด,แหลมงอบ,แหลมงอบ,12.186,102.419
ตราด,เกาะกูด,เกาะกูด,11.719,102.519
ตราด,เกาะช้าง,เกาะช้าง,12.161,102.247
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,หน้าเมือง,13.686,101.066
ฉะเชิงเทรา,บางคล้า,บางคล้า,13.722,101.210
ฉะเชิงเทรา,บางน้ำเปรี้ยว,บางน้ำเปรี้ยว,13.829,101.002
ฉะเชิงเทรา,บางปะกง,บางปะกง,13.496,100.966
ฉะเชิงเทรา,บ้านโพธิ์,บ้านโพธิ์,13.588,101.086
ฉะเชิงเทรา,พนมสารคาม,พนมสารคาม,13.771,101.324
ฉะเชิงเทรา,ราชสาส์น,บางคา,13.788,101.278
ฉะเชิงเทรา,สนามชัยเขต,คู้ยายหมี,13.644,101.461
ฉะเชิงเทรา,แปลงยาว,แปลงยาว,13.599,101.293
ฉะเชิงเทรา,ท่าตะเกียบ,ท่าตะเกียบ,13.508,101.639
ฉะเชิงเทรา,คลองเขื่อน,คลองเขื่อน,13.772,101.185
ปราจีนบุรี,เมืองปราจีนบุรี,หน้าเมือง,14.057,101.374
ปราจีนบุรี,กบินทร์บุรี,กบินทร์,13.939,101.711
ปราจีนบุรี,นาดี,นาดี,14.189,101.792
ปราจีนบุรี,บ้านสร้าง,บ้านสร้าง,14.026,101.210
ปราจีนบุรี,ประจันตคาม,ประจันตคาม,14.055,101.497
ปราจีนบุรี,ศรีมหาโพธิ,ศรีมหาโพธิ,13.849,101.567
ปราจีนบุรี,ศรีมโหสถ,โคกปีบ,13.880,101.412
นครนายก,เมืองนครนายก,นครนายก,14.204,101.219
นครนายก,ปากพลี,ปากพลี,14.132,101.263
นครนายก,บ้านนา,บ้านนา,14.262,101.059
นครนายก,องครักษ์,องครักษ์,14.107,101.005
สระแก้ว,เมืองสระแก้ว,สระแก้ว,13.803,102.077
สระแก้ว,คลองหาด,คลองหาด,13.429,102.329
สระแก้ว,ตาพระยา,ตาพระยา,13.956,102.764
สระแก้ว,วังน้ำเย็น,วังน้ำเย็น,13.517,102.166
สระแก้ว,วัฒนานคร,วัฒนานคร,13.741,102.325
สระแก้ว,อรัญประเทศ,อรัญประเทศ,13.680,102.517
สระแก้ว,เขาฉกรรจ์,เขาฉกรรจ์,13.663,102.098
สระแก้ว,โคกสูง,โคกสูง,13.831,102.719
สระแก้ว,วังสมบูรณ์,วังสมบูรณ์,13.344,102.207
นครราชสีมา,เมืองนครราชสีมา,ในเมือง,null,null
นครราชสีมา,ครบุรี,ครบุรี,14.599,102.130
นครราชสีมา,เสิงสาง,เสิงสาง,14.426,102.429
นครราชสีมา,คง,เมืองคง,15.451,102.334
นครราชสีมา,บ้านเหลื่อม,บ้านเหลื่อม,15.625,102.136
นครราชสีมา,จักราช,จักราช,15.027,102.432
นครราชสีมา,โชคชัย,โชคชัย,14.763,102.172
นครราชสีมา,ด่านขุนทด,ด่านขุนทด,15.214,101.788
นครราชสีมา,โนนไทย,โนนไทย,15.213,102.061
นครราชสีมา,โนนสูง,โนนสูง,15.179,102.256
นครราชสีมา,ขามสะแกแสง,ขามสะแกแสง,15.360,102.195
นครราชสีมา,บัวใหญ่,บัวใหญ่,15.602,102.438
นครราชสีมา,ประทาย,ประทาย,15.536,102.724
นครราชสีมา,ปักธงชัย,เมืองปัก,14.719,102.055
นครราชสีมา,พิมาย,ในเมือง,15.206,102.489
นครราชสีมา,ห้วยแถลง,ห้วยแถลง,14.967,102.652
นครราชสีมา,ชุมพวง,ชุมพวง,15.344,102.750
นครราชสีมา,สูงเนิน,สูงเนิน,14.861,101.842
นครราชสีมา,ขามทะเลสอ,ขามทะเลสอ,14.974,101.959
นครราชสีมา,สีคิ้ว,สีคิ้ว,14.905,101.687
นครราชสีมา,ปากช่อง,ปากช่อง,14.722,101.363
นครราชสีมา,หนองบุญมาก,หนองบุนนาก,14.609,102.400
นครราชสีมา,แก้งสนามนาง,แก้งสนามนาง,15.727,102.277
นครราชสีมา,โนนแดง,โนนแดง,null,null
นครราชสีมา,วังน้ำเขียว,วังน้ำเขียว,14.399,101.817
นครราชสีมา,เทพารักษ์,สำนักตะคร้อ,15.297,101.564
นครราชสีมา,เมืองยาง,เมืองยาง,15.418,102.886
นครราชสีมา,พระทองคำ,สระพระ,15.311,101.959
นครราชสีมา,ลำทะเมนชัย,ขุย,15.353,102.866
นครราชสีมา,บัวลาย,บัวลาย,15.661,102.468
นครราชสีมา,สีดา,สีดา,15.564,102.588
นครราชสีมา,เฉลิมพระเกียรติ,ช้างทอง,15.029,102.310
บุรีรัมย์,เมืองบุรีรัมย์,ในเมือง,14.999,103.104
บุรีรัมย์,คูเมือง,คูเมือง,15.240,103.000
บุรีรัมย์,กระสัง,กระสัง,14.922,103.296
บุรีรัมย์,นางรอง,นางรอง,14.673,102.806
บุรีรัมย์,หนองกี่,หนองกี่,14.669,102.571
บุรีรัมย์,ละหานทราย,ละหานทราย,14.418,102.854
บุรีรัมย์,ประโคนชัย,ประโคนชัย,14.613,103.081
บุรีรัมย์,บ้านกรวด,บ้านกรวด,14.429,103.077
บุรีรัมย์,พุทไธสง,พุทไธสง,15.582,103.014
บุรีรัมย์,ลำปลายมาศ,ลำปลายมาศ,15.019,102.834
บุรีรัมย์,สตึก,สตึก,15.263,103.301
บุรีรัมย์,ปะคำ,ปะคำ,14.454,102.721
บุรีรัมย์,นาโพธิ์,นาโพธิ์,15.635,102.944
บุรีรัมย์,หนองหงส์,สระแก้ว,14.828,102.681
บุรีรัมย์,พลับพลาชัย,จันดุม,14.678,103.118
บุรีรัมย์,ห้วยราช,ห้วยราช,14.982,103.203
บุรีรัมย์,โนนสุวรรณ,โนนสุวรรณ,14.538,102.604
บุรีรัมย์,ชำนิ,ชำนิ,14.785,102.810
บุรีรัมย์,บ้านใหม่ไชยพจน์,หนองแวง,15.553,102.907
บุรีรัมย์,โนนดินแดง,โนนดินแดง,14.316,102.721
บุรีรัมย์,บ้านด่าน,บ้านด่าน,15.112,103.162
บุรีรัมย์,แคนดง,แคนดง,15.317,103.123
บุรีรัมย์,เฉลิมพระเกียรติ,เจริญสุข,14.574,102.865
สุรินทร์,เมืองสุรินทร์,ในเมือง,14.884,103.490
สุรินทร์,ชุมพลบุรี,ชุมพลบุรี,15.377,103.411
สุรินทร์,ท่าตูม,ท่าตูม,15.295,103.639
สุรินทร์,จอมพระ,จอมพระ,15.107,103.599
สุรินทร์,ปราสาท,กังแอน,14.656,103.406
สุรินทร์,กาบเชิง,กาบเชิง,14.488,103.585
สุรินทร์,รัตนบุรี,รัตนบุรี,15.311,103.843
สุรินทร์,สนม,สนม,15.203,103.761
สุรินทร์,ศีขรภูมิ,ระแงง,14.898,103.824
สุรินทร์,สังขะ,สังขะ,14.663,103.839
สุรินทร์,ลำดวน,ลำดวน,14.702,103.642
สุรินทร์,สำโรงทาบ,สำโรงทาบ,14.989,103.926
สุรินทร์,บัวเชด,บัวเชด,14.527,103.942
สุรินทร์,พนมดงรัก,บักได,14.416,103.350
สุรินทร์,ศรีณรงค์,ณรงค์,14.754,103.882
สุรินทร์,เขวาสินรินทร์,เขวาสินรินทร์,15.009,103.582
สุรินทร์,โนนนารายณ์,หนองหลวง,15.228,103.927
ศรีสะเกษ,เมืองศรีสะเกษ,เมืองเหนือ,15.103,104.336
ศรีสะเกษ,ยางชุมน้อย,ยางชุมน้อย,15.260,104.401
ศรีสะเกษ,กันทรารมย์,ดูน,15.113,104.578
ศรีสะเกษ,กันทรลักษ์,บึงมะลู,14.535,104.714
ศรีสะเกษ,ขุขันธ์,กันทรารมย์,14.717,104.070
ศรีสะเกษ,ไพรบึง,ไพรบึง,14.744,104.373
ศรีสะเกษ,ปรางค์กู่,พิมาย,14.835,104.032
ศรีสะเกษ,ขุนหาญ,ขุนหาญ,14.635,104.371
ศรีสะเกษ,ราษีไศล,เมืองคง,15.356,104.159
ศรีสะเกษ,อุทุมพรพิสัย,กำแพง,15.100,104.150
ศรีสะเกษ,บึงบูรพ์,บึงบูรพ์,15.328,104.067
ศรีสะเกษ,ห้วยทับทัน,ห้วยทับทัน,15.065,104.044
ศรีสะเกษ,โนนคูณ,โนนค้อ,14.899,104.710
ศรีสะเกษ,ศรีรัตนะ,ศรีแก้ว,14.766,104.476
ศรีสะเกษ,น้ำเกลี้ยง,น้ำเกลี้ยง,14.917,104.550
ศรีสะเกษ,วังหิน,วังหิน,14.920,104.240
ศรีสะเกษ,ภูสิงห์,โคกตาล,14.549,104.203
ศรีสะเกษ,เมืองจันทร์,เมืองจันทร์,15.155,104.011
ศรีสะเกษ,เบญจลักษ์,เสียว,14.799,104.668
ศรีสะเกษ,พยุห์,พยุห์,14.935,104.387
ศรีสะเกษ,โพธิ์ศรีสุวรรณ,โดด,15.204,104.078
ศรีสะเกษ,ศิลาลาด,กุง,15.474,104.084
อุบลราชธานี,เมืองอุบลราชธานี,ในเมือง,15.232,104.859
อุบลราชธานี,ศรีเมืองใหม่,นาคำ,15.507,105.327
อุบลราชธานี,โขงเจียม,โขงเจียม,15.296,105.452
